0.6, 0.01, 0.4916775858934342
0.6, 0.05, 0.4395665725407288
0.6, 0.1, 0.4188478447268036
0.6, 0.2, 0.40144543143864575
0.6, 0.3, 0.3906900241009361
0.6, 0.4, 0.38217057997891624
0.6, 0.5, 0.3748139541988463
0.6, 0.6, 0.3682617266160938
0.6, 0.7, 0.36238052737647697
0.6, 0.8, 0.3571053303529693
0.6, 0.9, 0.3523950613985767
0.6, 0.95, 0.35024253799548144
0.6, 0.99, 0.34861523712735776
0.7, 0.01, 0.4876904477615706
0.7, 0.05, 0.42676286637907573
0.7, 0.1, 0.4018491677556833
0.7, 0.2, 0.38082063335195787
0.7, 0.3, 0.3678682835722835
0.7, 0.4, 0.3575495630175599
0.7, 0.5, 0.3485606410614524
0.7, 0.6, 0.3404904000793945
0.7, 0.7, 0.3331943122922625
0.7, 0.8, 0.32660469165645817
0.7, 0.9, 0.32068145525411157
0.7, 0.95, 0.31796161845566984
0.7, 0.99, 0.31589984321033254
0.8, 0.01, 0.48246408495632803
0.8, 0.05, 0.40770583190842524
0.8, 0.1, 0.3755149917209995
0.8, 0.2, 0.34828008975225044
0.8, 0.3, 0.3318478698347337
0.8, 0.4, 0.3189526575359535
0.8, 0.5, 0.3078141459352065
0.8, 0.6, 0.2978814231681408
0.8, 0.7, 0.28896386311450706
0.8, 0.8, 0.2809629865990885
0.8, 0.9, 0.2738091339819907
0.8, 0.95, 0.27053311963859517
0.8, 0.99, 0.2680519385883871
0.9, 0.01, 0.47494275013612
0.9, 0.05, 0.3732104244416197
0.9, 0.1, 0.32452584191780603
0.9, 0.2, 0.2846169425991424
0.9, 0.3, 0.26254726079378127
0.9, 0.4, 0.24668445296086977
0.9, 0.5, 0.23406429399659204
0.9, 0.6, 0.2236544124443998
0.9, 0.7, 0.2150703412836868
0.9, 0.8, 0.20809735052581763
0.9, 0.9, 0.20254607567670058
0.9, 0.95, 0.20024454499683667
0.9, 0.99, 0.19860954509120277
0.95, 0.01, 0.4694239378252003
0.95, 0.05, 0.33874959854016573
0.95, 0.1, 0.2685158659706149
0.95, 0.2, 0.21729762986276493
0.95, 0.3, 0.19753892848114665
0.95, 0.4, 0.18839253473607798
0.95, 0.5, 0.1844278228896629
0.95, 0.6, 0.1836095087282668
0.95, 0.7, 0.18502582414639054
0.95, 0.8, 0.1881164063291907
0.95, 0.9, 0.1924396070617793
0.95, 0.95, 0.19494579780215787
0.95, 0.99, 0.1970790132151926
0.98, 0.01, 0.4651678362136352
0.98, 0.05, 0.30294800417070555
0.98, 0.1, 0.204542143915579
0.98, 0.2, 0.15144925061747463
0.98, 0.3, 0.16231961684726998
0.98, 0.4, 0.1872385227777806
0.98, 0.5, 0.21186448447413653
0.98, 0.6, 0.23337920176711419
0.98, 0.7, 0.2519252112056791
0.98, 0.8, 0.2681603083882197
0.98, 0.9, 0.2826705823752192
0.98, 0.95, 0.2894184192701121
0.98, 0.99, 0.29461230003015154
1.0, 0.01, 0.4620550008047612
1.0, 0.05, 0.26954968116044115
1.0, 0.1, 0.16035889083364968
1.0, 0.2, 0.1882111153536159
1.0, 0.3, 0.2402244586183229
1.0, 0.4, 0.28322090332712335
1.0, 0.5, 0.3215170788472472
1.0, 0.6, 0.3554292065999532
1.0, 0.7, 0.3846705607479143
1.0, 0.8, 0.40947362940566023
1.0, 0.9, 0.43049697750236715
1.0, 0.95, 0.43984219973988964
1.0, 0.99, 0.4468488134902978
